name,latitude,longitude,エレベーター有/避難スペースが１階,スロープ等,点字ブロック,だれでもトイレ,その他
明豊中学校,35.73577797,139.6841587,1,1,1,1,
豊島体育館,35.740015,139.689557,1,1,1,1,車いす観客席7台・授乳室ママロ
南長崎スポーツ公園,35.724803,139.683453,1,1,1,1,児童ドア・授乳室
みらい館大明,35.73566453,139.704512,0,1,0,1,
区立王子小学校,35.75864977,139.7352335,1,1,1,1,オストメイト設備
区立王子第一小学校,35.76539508,139.737943,0,0,0,0,
区立王子第二小学校,35.75626997,139.7327148,1,0,0,0,
区立王子第三小学校,35.76565352,139.7181286,1,0,0,1,
区立王子第五小学校,35.7598962,139.7191858,1,0,0,0,
区立荒川小学校,35.76344798,139.7258891,1,0,0,0,
区立豊川小学校,35.76097371,139.7429077,1,0,0,0,
区立堀船小学校,35.75385561,139.7465997,1,0,0,1,オストメイト設備
区立柳田小学校,35.7578131,139.7441057,1,0,0,0,
区立東十条小学校,35.76608976,139.7290497,1,0,0,0,
区立十条台小学校,35.75864264,139.7304809,1,1,0,1,
区立としま若葉小学校,35.76613333,139.7502339,1,0,0,0,
区立西が丘小学校,35.76988413,139.7212072,1,0,0,1,オストメイト設備
区立赤羽小学校,35.78057493,139.7215537,1,0,0,1,オストメイト設備
区立岩淵小学校,35.78439162,139.7257642,1,0,0,0,
区立なでしこ小学校,35.77737045,139.7273804,1,1,1,1,オストメイト設備
区立第四岩淵小学校,35.7860353,139.7207166,1,0,0,1,オストメイト設備
区立梅木小学校,35.76796215,139.7140739,1,0,0,1,オストメイト設備
区立神谷小学校,35.77208909,139.7292324,1,0,0,0,
区立稲田小学校,35.77322586,139.7253627,1,0,0,1,オストメイト設備
区立桐ケ丘郷小学校,35.77680197,139.7070251,1,0,0,1,オストメイト設備
区立袋小学校,35.78412811,139.7059489,1,0,0,1,オストメイト設備
区立八幡小学校,35.7808937,139.7143403,1,0,0,0,
区立浮間小学校,35.78591777,139.7005913,1,0,0,1,オストメイト設備
区立西浮間小学校,35.79285196,139.6994521,1,1,1,1,オストメイト設備
区立赤羽台西小学校,35.77522732,139.7136546,1,0,0,0,
区立滝野川小学校,35.74256891,139.747731,1,0,0,1,オストメイト設備
区立滝野川第二小学校,35.74484708,139.7262718,1,0,0,1,オストメイト設備
区立滝野川第三小学校,35.74858794,139.7366847,1,0,0,0,
区立滝野川第四小学校,35.74028558,139.7628319,1,0,0,0,
区立滝野川第五小学校,35.74961117,139.7495186,1,0,0,0,
区立西ケ原小学校,35.74324354,139.7368379,1,0,0,1,オストメイト設備
区立谷端小学校,35.74475196,139.7215732,1,0,0,0,
区立田端小学校,35.73704178,139.7566915,1,0,0,1,オストメイト設備
区立田端中学校,35.73851253,139.7538277,1,1,1,1,オストメイト設備
区立王子桜中学校,35.75834583,139.7362494,1,1,1,1,オストメイト設備
区立十条富士見中学校,35.757176,139.723212,1,1,1,1,オストメイト設備
区立明桜中学校,35.760159,139.74156,1,1,1,1,オストメイト設備
区立堀船中学校,35.75567542,139.7468676,1,0,0,0,
区立稲付中学校,35.771291,139.714153,1,1,1,1,オストメイト設備
区立赤羽岩淵中学校,35.77937719,139.7260504,1,1,1,1,オストメイト設備
区立桐ケ丘中学校,35.7796001,139.7086651,1,1,1,1,オストメイト設備
区立神谷中学校,35.77363492,139.7293613,1,0,0,0,
区立浮間中学校,35.79035106,139.6930288,1,1,1,1,オストメイト設備
旧田端中学校,35.74137026,139.7556184,0,0,0,0,
区立滝野川紅葉中学校,35.74999846,139.7247397,1,1,1,1,オストメイト設備
区立飛鳥中学校,35.7441496,139.7425954,1,0,0,0,
旧新町中学校（新町コミュニティアリーナ）,35.74059768,139.7679854,1,0,1,1,
旧滝野川中学校（北区役所滝野川分庁舎）,35.7506896,139.732925,1,1,0,0,
旧豊島北中学校（豊島北コミュニティアリーナ）,35.76525943,139.7503439,1,1,0,0,
旧富士見中学校（学校法人帝京大学）,35.759348,139.717126,0,0,0,0,
旧滝野川第六小学校,35.74892057,139.7244858,1,0,0,0,
区立滝野川もみじ小学校,35.75103144,139.7284233,1,0,0,1,オストメイト設備
志茂子ども交流館,35.7834197,139.7312963,0,0,0,0,
旧桜田小学校,35.76325524,139.7347033,1,0,0,1,オストメイト設備
旧西浮間小学校,35.790368,139.691472,1,0,0,1,オストメイト設備
旧赤羽台東小学校,35.78031586,139.7178681,1,0,0,0,
旧清至中学校,35.76289345,139.7413318,0,0,0,0,
瑞光小学校,35.716167,139.710968,0,0,0,1,
第二瑞光小学校,35.722382,139.709625,0,0,0,0,
第三瑞光小学校,35.729588,139.692947,1,0,0,1,
汐入小学校,35.733234,139.695938,1,1,0,1,
汐入東小学校,35.724903,139.685089,1,1,0,1,
第六瑞光小学校,35.724087,139.691559,0,0,0,1,
峡田小学校,35.737087,139.687729,1,1,0,1,
第二峡田小学校,35.73818234,139.7822377,0,0,0,1,
第三峡田小学校,35.730125,139.680618,0,0,0,0,
第四峡田小学校,35.73645,139.682739,0,1,0,1,
第五峡田小学校,35.731647,139.721558,0,0,0,1,
第七峡田小学校,35.729279,139.691025,0,0,0,0,
第九峡田小学校,35.738525,139.7276,0,0,0,1,
尾久小学校,35.735493,139.704865,0,0,0,1,
尾久西小学校,35.724903,139.685089,0,0,0,0,
尾久第六小学校,35.736107,139.728806,1,1,0,1,
赤土小学校,35.735985,139.685516,0,0,0,1,
大門小学校,35.738647,139.683197,0,1,0,1,
尾久宮前小学校,35.72187,139.70845,0,0,0,1,
第一日暮里小学校,35.73262,139.734222,0,0,0,1,
第二日暮里小学校,35.719009,139.708771,0,0,0,1,
第三日暮里小学校,35.723068,139.714478,0,0,0,1,
第六日暮里小学校,35.7299,139.701385,0,0,0,1,
ひぐらし小学校,35.74247,139.727768,0,0,0,0,
第一中学校,35.732903,139.719208,0,1,0,1,
第三中学校,35.740696,139.689178,1,1,0,1,
第四中学校,35.728218,139.725494,0,0,0,1,
第五中学校,35.723545,139.712311,0,0,0,0,
第七中学校,35.736862,139.74675,0,0,0,1,
第九中学校,35.737431,139.731613,0,0,0,1,
尾久八幡中学校,35.73513,139.688583,1,1,0,1,
南千住第二中学校,35.734154,139.733475,1,1,0,1,
原中学校,35.760937,139.742035,1,1,0,1,
諏訪台中学校,35.773067,139.708084,0,0,0,1,
生涯学習センター,35.775993,139.71019,1,1,0,1,
竹台高等学校,35.758881,139.73642,0,0,0,0,
荒川工業高等学校,35.775993,139.71019,1,1,0,1,
板橋第二小学校,35.74897819,139.710429,0,0,0,0,
板橋第四小学校,35.74981726,139.7164594,1,1,0,1,
金沢小学校,35.75499065,139.7153403,1,0,0,1,
板橋第一中学校,35.75044787,139.7047034,0,0,0,1,
板橋第五中学校,35.75243105,139.719575,0,0,0,0,
板橋第五小学校,35.74177785,139.7049367,1,0,0,1,
板橋第七小学校,35.74559242,139.7046466,0,0,0,0,
板橋第一小学校,35.75380657,139.70765,1,0,0,1,
中根橋小学校,35.75612413,139.7010595,0,0,0,1,
加賀小学校,35.76140078,139.7101755,0,0,0,1,
板橋第三中学校,35.75564933,139.706381,1,1,0,1,
加賀中学校,35.76062703,139.716137,1,1,0,1,
弥生小学校,35.75383721,139.6944891,0,0,0,0,
板橋第六小学校,35.74712412,139.7001539,0,0,0,0,
板橋第二中学校,35.7457612,139.6971552,1,1,0,1,
板橋第八小学校,35.7598117,139.7005254,0,0,0,1,
板橋第十小学校,35.74788683,139.6926055,1,1,0,1,
大谷口小学校,35.75094343,139.6902156,1,1,0,1,
上板橋第二小学校,35.74766553,139.6801996,0,0,0,0,
向原小学校,35.74141028,139.6819757,0,0,0,0,
上板橋第二中学校,35.74723659,139.6808295,0,0,0,1,
上板橋小学校,35.75522984,139.6863107,0,0,0,0,
桜川小学校,35.75511263,139.6782454,1,1,0,1,
桜川中学校,35.75611649,139.6771675,0,0,0,1,
常盤台小学校,35.75955848,139.6911592,0,0,0,0,
上板橋第四小学校,35.76145494,139.6788641,1,1,0,1,
上板橋第一中学校,35.75686179,139.6912633,0,0,0,1,
上板橋第三中学校,35.76355079,139.6822468,0,0,0,0,
富士見台小学校,35.7639431,139.6952956,0,0,0,0,
北前野小学校,35.77312279,139.6851461,0,0,0,1,
前野小学校,35.76834539,139.6875191,1,0,0,1,
志村第一小学校,35.766339,139.7015,0,0,0,1,
志村第三小学校,35.76723799,139.7049067,0,0,0,1,
志村第一中学校,35.76714478,139.6969034,1,1,0,1,
志村第二小学校,35.7725622,139.6977801,1,0,0,1,
志村小学校,35.77531459,139.6866809,0,0,0,0,
志村第四小学校,35.78034541,139.7011415,1,0,0,1,
志村第二中学校,35.775486,139.7029095,1,1,0,1,
志村第四中学校,35.77651438,139.6838911,0,0,0,1,
中台小学校,35.76641044,139.6809638,0,0,0,0,
緑小学校,35.77244672,139.6794946,0,0,0,1,
若木小学校,35.76934696,139.6753861,1,1,0,1,
志村第五小学校,35.77712889,139.6684994,1,1,0,1,
中台中学校,35.76928209,139.6802507,1,0,0,1,
志村坂下小学校,35.77907099,139.6803153,1,1,0,1,
蓮根小学校,35.78773692,139.6766103,0,0,0,1,
蓮根第二小学校,35.78813191,139.6778321,0,0,0,0,
志村第六小学校,35.78374347,139.6806061,0,0,0,1,
志村第三中学校,35.78389254,139.6834948,1,1,0,1,
志村第五中学校,35.78237477,139.6858017,0,0,0,1,
舟渡小学校,35.79360139,139.6816646,0,0,0,1,
下赤塚小学校,35.77460049,139.6428567,1,1,0,1,
赤塚新町小学校,35.7692619,139.6358695,0,0,0,0,
赤塚第三中学校,35.77974006,139.64819,1,1,0,1,
成増小学校,35.77434225,139.6326635,0,0,0,1,
成増ヶ丘小学校,35.78095455,139.6343561,0,0,0,1,
赤塚小学校,35.77793206,139.6406137,0,0,0,1,
三園小学校,35.79040857,139.6375345,1,1,0,1,
赤塚第二中学校,35.78052956,139.6329463,1,1,0,1,
徳丸小学校,35.77174945,139.6666188,1,1,0,1,
北野小学校,35.77160821,139.6570946,0,0,0,1,
紅梅小学校,35.78123413,139.6574122,0,0,0,1,
赤塚第一中学校,35.77168706,139.651991,1,1,0,1,
高島第六小学校,35.78433513,139.6703619,0,0,0,1,
高島第二小学校,35.78500483,139.6617036,0,0,0,0,
高島第五小学校,35.786866,139.657153,0,0,0,0,
高島第三小学校,35.78890807,139.6499245,0,0,0,0,
高島第一小学校,35.791924,139.6598155,0,0,0,0,
新河岸小学校,35.79379992,139.66506,0,0,0,0,
西台中学校,35.78202343,139.6716649,1,1,0,1,
高島第二中学校,35.78532075,139.6603427,0,0,0,1,
高島第三中学校,35.78826617,139.6510964,0,0,0,1,
高島第一中学校,35.79189308,139.6630192,0,0,0,1,
旧板橋第四中学校,35.7607026,139.7004723,1,0,0,0,
東京都立志村学園,35.777338,139.674721,1,1,0,0,
社会福祉法人ハッピーネット総合ケアセンター若葉ゆめの園,35.772106,139.674202,1,1,0,0,
旧板橋第九小学校,35.754653,139.704155,1,0,0,0,
豊溪小学校,35.76316404,139.6154434,0,0,0,1,
上石神井南地域集会所,35.725262,139.592463,1,0,0,1,
練馬高野台駅前地域集会所,35.741038,139.616274,1,0,1,1,
南町小学校,35.74088555,139.6527872,0,0,0,1,
開進第三小学校,35.74289769,139.6664949,0,1,0,1,
開進第二小学校,35.74202757,139.6583877,0,1,0,0,
開進第四小学校,35.74800226,139.6715613,0,1,0,1,
小竹小学校,35.74408892,139.6797688,0,1,0,1,
旭丘小学校,35.73669467,139.6769983,0,1,0,1,
豊玉第二小学校,35.73739319,139.6619935,0,1,0,1,
豊玉東小学校,35.73273787,139.6677542,0,1,0,1,
豊玉小学校,35.73288243,139.6517246,0,1,0,1,
豊玉南小学校,35.72781112,139.6563784,1,1,1,1,
練馬第三小学校,35.7371585,139.6351878,0,1,0,1,
練馬第二小学校,35.74174495,139.6339217,0,1,0,1,
向山小学校,35.74062527,139.6411832,0,1,0,1,
中村西小学校,35.73426583,139.6353989,0,0,0,1,
中村小学校,35.7312254,139.6440083,0,1,0,1,
泉新小学校,35.75424267,139.601513,0,1,0,1,
谷原小学校,35.75111836,139.6137881,1,1,1,1,自動ドア
北原小学校,35.75456596,139.6136239,0,1,0,1,
富士見台小学校,35.74490831,139.6232415,0,1,0,1,
南が丘小学校,35.7338024,139.6172635,0,0,0,1,
石神井東小学校,35.73783301,139.6197931,0,1,0,1,
南田中小学校,35.73703787,139.6111669,0,1,0,1,
光和小学校,35.74635272,139.6072918,1,1,0,1,自動ドア
下石神井小学校,35.73166432,139.6053736,1,1,1,1,自動ドア
上石神井小学校,35.72810229,139.5892121,0,1,0,1,
石神井小学校,35.73563071,139.5991849,1,1,1,1,
上石神井北小学校,35.73583439,139.5882539,0,0,0,1,
石神井台小学校,35.73529726,139.5810785,0,0,0,1,
石神井西小学校,35.72396552,139.580602,0,0,0,1,
関町小学校,35.72499417,139.5718937,0,1,0,1,
関町北小学校,35.73255937,139.5737432,1,1,0,1,
立野小学校,35.71838516,139.5807282,0,1,0,1,
大泉第三小学校,35.76362003,139.5796015,0,1,0,1,
大泉学園小学校,35.76561418,139.5937022,0,0,0,1,
大泉学園緑小学校,35.76646288,139.5860298,0,1,0,1,
大泉学園桜小学校,35.77719483,139.5918599,0,1,0,1,
橋戸小学校,35.75901117,139.6025697,0,1,0,1,
大泉第一小学校,35.7658743,139.5992797,0,1,0,1,
大泉北小学校,35.7624716,139.5958591,0,0,0,1,
大泉東小学校,35.74912496,139.5906601,1,1,1,1,
大泉小学校,35.75190248,139.5845875,0,0,0,1,
大泉南小学校,35.74496617,139.5811561,0,0,0,0,
大泉第二小学校,35.744548,139.5729838,0,1,0,1,
大泉第六小学校,35.7513772,139.5716206,0,1,0,1,
大泉第四小学校,35.75584175,139.5735813,0,1,0,1,
大泉西小学校,35.76531563,139.5718791,0,1,0,1,
旭町小学校,35.77319924,139.627629,0,0,0,1,
光が丘第八小学校,35.76821307,139.6375084,0,0,0,1,
光が丘秋の陽小学校,35.761628,139.634805,0,1,0,1,
光が丘夏の雲小学校,35.75734512,139.6313143,0,1,0,1,
光が丘春の風小学校,35.75558919,139.6262478,0,1,0,1,
田柄第二小学校,35.75917122,139.6424313,0,1,0,1,
田柄小学校,35.76634745,139.6438999,0,0,0,1,
練馬東小学校,35.75242111,139.6475362,0,1,0,1,
春日小学校,35.74666256,139.639837,0,1,0,1,
練馬小学校,35.75255979,139.6360901,0,1,0,1,
高松小学校,35.74977485,139.626752,0,1,0,1,
光が丘四季の香小学校,35.76156847,139.6246537,0,1,0,1,
八坂小学校,35.7688033,139.6113206,0,0,0,1,
北町小学校,35.76510014,139.6644602,0,1,0,1,
北町西小学校,35.76150926,139.6537443,0,1,0,1,
仲町小学校,35.758192,139.6676542,0,0,0,1,
開進第一小学校,35.75473413,139.6577262,0,1,0,1,
早宮小学校,35.75222623,139.6511639,0,1,0,1,
開進第二中学校,35.74333627,139.6526001,0,0,0,1,
開進第三中学校,35.74586533,139.6654779,1,1,0,1,
開進第四中学校,35.75091998,139.67338,1,1,1,1,
旭丘中学校,35.73781257,139.6776282,0,1,0,1,
豊玉第二中学校,35.73518451,139.6644354,1,1,1,1,
豊玉中学校,35.729257,139.6579242,0,1,0,1,
貫井中学校,35.73975016,139.6332019,0,1,0,1,
中村中学校,35.72824878,139.6453693,0,1,0,1,
三原台中学校,35.75456461,139.6005171,0,1,0,1,
谷原中学校,35.75489397,139.6151258,0,1,0,1,
石神井東中学校,35.74244641,139.6168642,0,1,0,1,
南が丘中学校,35.73396327,139.6131138,0,0,0,1,
石神井南中学校,35.73059154,139.6091213,0,1,0,1,
上石神井中学校,35.72853522,139.5883351,0,1,0,1,
石神井中学校,35.74066604,139.5953131,0,1,0,1,
関中学校,35.73080062,139.5755341,0,1,0,1,
石神井西中学校,35.72031096,139.5814501,0,1,0,1,
大泉学園中学校,35.76674796,139.5899635,0,0,0,1,
大泉学園桜中学校,35.77751077,139.590848,0,0,0,1,
大泉北中学校,35.75947994,139.5962182,0,1,0,1,
大泉中学校,35.75239845,139.5854694,0,1,0,1,
大泉第二中学校,35.74478329,139.5846448,0,0,0,1,
大泉西中学校,35.75842063,139.5799367,1,1,1,1,
豊渓中学校,35.77432612,139.627725,0,1,0,1,
光が丘第三中学校,35.75500239,139.6314194,1,1,0,1,
光が丘第一中学校,35.75998659,139.622461,0,1,0,1,
光が丘第二中学校,35.75462329,139.6261769,0,1,0,1,
田柄中学校,35.75973613,139.6416364,0,1,0,1,
練馬東中学校,35.7570336,139.6478009,0,1,0,1,
練馬中学校,35.7477673,139.6350044,0,1,0,1,
八坂中学校,35.76972821,139.6121045,0,1,0,1,
北町中学校,35.76726969,139.6568708,0,1,0,1,
開進第一中学校,35.75267441,139.6595541,0,1,0,1,
旭丘地域集会所,35.734848,139.674108,0,1,1,0,可動式スロープ
小竹地域集会所,35.738704,139.673531,1,1,1,1,
栄町敬老館,35.739533,139.671334,0,0,0,0,
豊玉北地区区民館,35.732669,139.661366,1,0,0,0,
中村敬老館,35.731749,139.6423,1,1,0,0,
中村地域集会所,35.729793,139.642739,0,1,1,1,可動式スロープ
桜台地域集会所,35.739129,139.666689,1,1,0,0,可動式スロープ
桜台地区区民館,35.745917,139.663212,1,0,1,1,
厚生文化会館,35.740276,139.650222,1,0,1,1,
向山庭園,35.742036,139.646684,1,0,0,1,
向山地域集会所,35.743575,139.638597,1,1,1,1,可動式スロープ
貫井地区区民館,35.738181,139.635656,1,1,1,1,
氷川台地区区民館,35.756932,139.667231,1,0,0,1,
早宮地域集会所,35.754199,139.65884,1,1,1,1,可動式スロープ
早宮地区区民館,35.750783,139.651266,1,0,1,1,
春日町敬老館,35.757087,139.646352,0,0,0,0,
春日町南地区区民館,35.747711,139.638554,0,1,0,1,
春日町地域集会所,35.750613,139.639464,0,1,0,0,可動式スロープ
高松地区区民館,35.750032,139.625393,1,1,1,1,
旭町南地区区民館,35.762831,139.625053,1,0,0,1,
北町地区区民館,35.76755,139.660434,1,0,1,1,
北町第二地区区民館,35.760928,139.655559,1,0,0,1,
北町地域集会所,35.76772,139.649654,0,1,1,1,
光が丘区民センター,35.759487,139.629589,1,0,1,1,
旭町北地区区民館,35.773293,139.628741,0,1,1,1,
旭町地域集会所,35.774341,139.624992,1,0,0,1,
土支田中央地域集会所,35.763475,139.613804,0,1,1,0,可動式スロープ・階段昇降機
土支田地域集会所,35.764295,139.611643,0,1,0,1,可動式スロープ
富士見台地区区民館,35.738614,139.62446,0,1,1,1,
南田中地域集会所,35.733257,139.616861,0,1,1,1,可動式スロープ
南田中敬老館,35.737836,139.611517,0,0,0,0,
高野台敬老館,35.748049,139.621174,1,0,0,0,
高野台地域集会所,35.745674,139.611882,0,1,1,1,可動式スロープ
谷原地域集会所,35.751405,139.612957,0,1,1,1,可動式スロープ
三原台敬老館,35.757236,139.606475,0,0,0,0,
三原台地域集会所,35.753942,139.599377,0,1,1,1,可動式スロープ
石神井敬老館,35.744787,139.598284,0,0,1,0,
男女共同参画センターえーる,35.745407,139.601753,1,0,1,1,
石神井台みどり地域集会所,35.736533,139.592041,0,1,1,1,
石神井台敬老館,35.735683,139.589785,1,0,1,1,
上石神井北地域集会所,35.729209,139.592349,0,1,1,1,可動式スロープ
下石神井地区区民館,35.733772,139.603593,1,0,1,1,
東大泉中央地域集会所,35.751609,139.586741,1,0,0,1,
東大泉地区区民館,35.756066,139.587863,0,1,0,1,
勤労福祉会館,35.748165,139.587669,0,0,1,1,
東大泉敬老館,35.74234,139.5774,1,1,0,1,
東大泉地域集会所,35.743498,139.580394,0,1,1,1,
西大泉敬老館,35.759538,139.578933,1,0,1,1,
西大泉地区区民館,35.76006,139.572503,0,1,0,1,
南大泉地区区民館,35.739123,139.570492,0,1,0,1,
南大泉地域集会所,35.751167,139.573547,1,1,0,1,
大泉北地域集会所,35.765632,139.588465,1,0,0,1,
大泉学園町地域集会所,35.771389,139.583174,0,1,0,1,可動式スロープ
大泉学園地区区民館,35.772787,139.592845,0,0,0,0,
北大泉地区区民館,35.764722,139.604056,0,1,0,1,
大泉町地域集会所,35.763835,139.595784,0,1,1,1,
関区民センター,35.724489,139.577664,1,0,1,1,
関町北地区区民館,35.729766,139.577103,0,1,0,1,
関町地域集会所,35.72142,139.567751,1,1,1,1,
立野地区区民館,35.718573,139.582512,0,0,0,1,
豊玉地域集会所,35.736707,139.65926,1,0,1,1,
練馬区役所,35.73578,139.6518,1,1,1,1,
防災学習センター,35.76012,139.62328,1,1,1,1,
江北桜中学校,35.77669656,139.7659091,1,0,0,0,
都立江北高校,35.76750908,139.8209018,1,0,0,0,
都立足立高校,35.77074228,139.8048751,1,0,0,0,
都立荒川商業高校,35.75557082,139.7614494,1,0,0,0,
都立足立工業高校,35.78796761,139.7777917,1,0,0,0,
都立淵江高校,35.79231104,139.8117286,1,0,0,0,
都立足立西高校,35.77667063,139.7683459,1,0,0,0,
都立足立東高校,35.78130519,139.8454552,0,0,0,0,
都立青井高校,35.77357616,139.8121223,0,0,0,0,
都立足立新田高校,35.770155,139.74131,1,0,0,0,
東京芸術大学千住校地,35.74711187,139.8020833,1,0,0,0,
帝京科学大学2号館,35.755871,139.791522,1,0,0,0,
東京電機大学東京千住アネックス,35.75096259,139.8077926,1,0,0,0,
千寿小学校,35.74575787,139.7966868,1,0,0,1,
千寿本町小学校,35.75153736,139.8016621,1,0,0,1,
千寿双葉小学校,35.75606179,139.7994621,1,0,0,1,
千寿常東小学校,35.74735799,139.8076688,0,0,0,0,
足立小学校,35.764274,139.809873,1,0,0,1,
千寿桜小学校,35.75008031,139.7937858,1,0,0,1,
千寿第八小学校,35.74248149,139.8058701,0,0,0,0,
西新井小学校,35.77508914,139.7808159,1,0,0,1,
西新井第一小学校,35.78029145,139.7767951,0,0,0,0,
西新井第二小学校,35.78935545,139.7775206,0,0,0,0,
西伊興小学校,35.79265014,139.7796983,0,0,0,0,
興本小学校,35.77294519,139.7734916,0,0,0,0,
本木小学校,35.76505826,139.7802014,1,0,0,1,
寺地小学校,35.7609616,139.7758719,0,0,0,0,
関原小学校,35.77017985,139.7866406,1,0,0,1,
江北小学校,35.77277685,139.7601018,0,0,0,0,
高野小学校,35.77694063,139.7695348,0,0,0,0,
扇小学校,35.76439101,139.7683804,0,0,0,0,
鹿浜第一小学校,35.78599954,139.7667877,0,0,0,0,
北鹿浜小学校,35.78554124,139.7535968,0,0,0,0,
鹿浜西小学校,35.78083866,139.7498533,0,0,0,0,
皿沼小学校,35.79447849,139.7631826,0,0,0,0,
新田学園第二校舎,35.770989,139.74609,1,0,0,1,
宮城小学校,35.76006218,139.7566326,1,0,0,0,
舎人小学校,35.80610433,139.7688917,1,0,0,0,
舎人第一小学校,35.8143613,139.7649017,0,0,0,0,
足立入谷小学校,35.81100956,139.7608072,0,0,0,0,
古千谷小学校,35.80735945,139.7783418,0,0,0,0,
梅島小学校,35.77196996,139.7981996,1,0,0,1,
梅島第一小学校,35.77770226,139.7958325,0,0,0,0,
梅島第二小学校,35.76537363,139.7954111,0,0,0,0,
島根小学校,35.78074881,139.7918368,1,0,0,1,
中島根小学校,35.78219188,139.8007169,0,0,0,0,
亀田小学校,35.77318666,139.7920191,1,0,0,1,
栗原小学校,35.77690512,139.7875683,0,0,0,0,
栗原北小学校,35.7876659,139.7871949,0,0,0,0,
栗島小学校,35.77705578,139.8125302,0,0,0,0,
加平小学校,35.785112,139.817956,1,0,0,1,
東栗原小学校,35.78112234,139.8132489,0,0,0,0,
平野小学校,35.782874,139.8080743,0,0,0,0,
弥生小学校,35.76893453,139.80663,0,0,0,1,
弘道小学校,35.76519831,139.819756,0,0,0,0,
弘道第一小学校,35.76855777,139.8139084,0,0,0,0,
青井小学校,35.77060174,139.8212337,0,0,0,0,
綾瀬小学校,35.76337,139.82851,0,0,0,1,
東綾瀬小学校,35.76669956,139.8354396,1,0,0,1,
東加平小学校,35.77676124,139.8284378,0,0,0,1,
東渕江小学校,35.77420081,139.838848,0,0,0,0,
中川小学校,35.78085914,139.8416735,1,0,0,1,
中川北小学校,35.79002504,139.8393024,0,0,0,0,
辰沼小学校,35.78375464,139.835162,0,0,0,0,
中川東小学校,35.78123615,139.8438523,0,0,0,0,
北三谷小学校,35.7680645,139.8388163,0,0,0,0,
大谷田小学校,35.77174637,139.8493423,0,0,0,0,
長門小学校,35.76758501,139.8557689,0,0,0,0,
花畑小学校,35.7926204,139.8262884,0,0,0,0,
花畑第一小学校,35.79953835,139.8164629,0,0,0,0,
花畑西小学校,35.80391364,139.8083534,0,0,0,0,
桜花小学校,35.80503074,139.8166567,0,0,0,0,
花保小学校,35.79036042,139.8178482,0,0,0,0,
六木小学校,35.79739826,139.8409369,0,0,0,0,
渕江小学校,35.79632623,139.7983646,0,0,0,0,
渕江第一小学校,35.79712842,139.8086757,0,0,0,0,
西保木間小学校,35.80286345,139.7968784,0,0,0,0,
保木間小学校,35.79033492,139.7990118,0,0,0,0,
竹の塚小学校,35.78981676,139.7910705,0,0,0,1,
伊興小学校,35.79606679,139.7810691,1,0,0,0,
東伊興小学校,35.80252318,139.7853124,0,0,0,0,
第一中学校,35.74360108,139.795328,1,0,0,1,
千寿桜堤中学校,35.74958288,139.8128752,1,0,0,1,
千寿青葉中学校,35.74225,139.79209,0,0,0,1,
第四中学校,35.77126615,139.8022303,1,0,0,1,
第五中学校,35.77737975,139.7759012,0,0,0,1,
第六中学校,35.7628145,139.7797925,0,0,0,0,
第七中学校,35.77333049,139.7862015,1,0,0,1,
第九中学校,35.77027011,139.7965768,1,0,0,1,
第十中学校,35.77718725,139.7934708,1,0,0,1,
第十一中学校,35.7699006,139.8132714,1,0,0,1,
第十二中学校,35.78001139,139.8473851,1,0,0,1,
第十三中学校,35.79074967,139.8287482,0,0,0,1,
第十四中学校,35.79342928,139.7881806,0,0,0,0,
江南中学校,35.75806736,139.7549538,0,0,0,0,
新田学園第一校舎,35.7694083,139.7465148,1,0,0,1,
鹿浜菜の花中学校,35.78491234,139.7548737,1,0,0,1,
東島根中学校,35.78110021,139.8085093,1,0,0,1,
渕江中学校,35.79617039,139.8035511,0,0,0,0,
竹の塚中学校,35.80487118,139.7952315,0,0,0,1,
東綾瀬中学校,35.7660814,139.8267054,0,0,0,0,
青井中学校,35.7757341,139.8190407,0,0,0,0,
花畑中学校,35.80076717,139.814889,0,0,0,1,
蒲原中学校,35.77261893,139.8366753,0,0,0,1,
西新井中学校,35.78273003,139.7714674,0,0,0,0,
入谷中学校,35.80946374,139.7609812,0,0,0,1,
伊興中学校,35.79966339,139.7813519,0,0,0,1,
花畑北中学校,35.80725549,139.8165486,0,0,0,0,
谷中中学校,35.78005306,139.8355991,0,0,0,0,
花保中学校,35.79270517,139.818235,0,0,0,0,
栗島中学校,35.77808762,139.8108183,0,0,0,1,
扇中学校,35.77265617,139.7716418,0,0,0,0,
加賀中学校,35.79295159,139.7604119,0,0,0,0,
入谷南中学校,35.80444843,139.765617,0,0,0,0,
六月中学校,35.7882442,139.8005097,0,0,0,0,
東京朝鮮第四初中級学校,35.76778798,139.7811322,0,0,0,0,
東京未来大学,35.74313972,139.8173161,1,0,0,0,
帝京科学大学,35.753623,139.789567,1,0,0,0,
足立学園,35.75014866,139.8070807,1,0,0,0,
潤徳女子高校,35.749412,139.800822,0,0,0,0,
旧本木東小学校,35.762952,139.786459,0,0,0,0,
鹿浜五色桜小学校,35.780637,139.760033,1,0,0,1,
文教大学,35.8078,139.80448,1,1,1,1,
四ツ木中学校,35.73902266,139.8350998,0,1,0,1,オストメイト設備
大道中学校,35.74452226,139.8428779,0,0,0,1,オストメイト設備
よつぎ小学校,35.73699686,139.834086,1,0,0,0,
渋江小学校,35.73081679,139.8424575,1,0,0,1,
木根川小学校,35.72789906,139.8404438,0,1,0,1,オストメイト設備
中川中学校,35.7259683,139.8413148,1,1,0,1,
